序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
10414,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,7,53,臺中市,南屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,12,16,2,9,3,4,C03,7,4,1,10,2,11,,16,16,1,22,8,C03,120.650922,24.139799,2
10415,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,7,54,臺中市,烏日區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,2,5,2,12,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,21,8,B03,120.597688,24.109443,2
10416,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,7,56,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.680348,24.095601,4
10417,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,7,56,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,13,16,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.680081,24.095624,4
10418,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,7,57,臺中市,豐原區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,1,16,9,3,10,1,1,B12,7,6,1,10,2,2,,9,9,1,22,8,B12,120.718896,24.278366,2
10419,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,7,58,臺中市,西屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.612733,24.186933,2
10420,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,7,58,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.719649,24.253616,3
10421,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,0,臺中市,大雅區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,5,5,1,12,16,2,8,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.630214,24.210276,2
10422,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,6,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,22,8,B03,120.68683,24.14151,2
10423,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,7,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.615303,24.148436,3
10424,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,8,臺中市,大里區,0,0,0,8,,,40,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,,1,22,,B03,120.691805,24.100774,3
10425,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,10,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,13,23,3,10,3,4,C01,7,9,4,10,2,11,,23,23,1,22,8,C01,120.658355,24.195679,2
10426,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,11,臺中市,潭子區,0,0,0,8,,,80,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.703835,24.200753,3
10427,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,11,臺中市,西屯區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,8,1,1,C03,7,5,5,10,2,12,,6,6,1,21,8,C03,120.660451,24.164449,2
10428,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,12,臺中市,大雅區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.631547,24.239616,3
10429,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,17,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,17,,1,4,,C03,120.652923,24.153783,4
10430,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,18,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,22,8,C03,120.716072,24.173234,2
10431,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,19,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,43,7,1,22,,B03,120.663842,24.153866,3
10432,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,20,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,16,,1,20,,C03,120.706675,24.159352,3
10433,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,22,臺中市,西屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,10,4,5,2,16,19,2,9,3,4,C03,7,1,1,10,1,14,,19,19,1,22,8,C03,120.639641,24.175072,2
10434,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,22,臺中市,后里區,0,0,0,8,,,50,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,,,3
10435,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,23,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B12,,,1,,2,,,7,,1,22,,B12,120.727169,24.166643,3
10436,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,23,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,C01,,,1,,2,,,17,,1,22,,C01,120.68647,24.088532,3
10437,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,25,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,20,,B03,120.663182,24.156542,3
10438,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,25,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,44,44,1,22,,B03,120.644302,24.133397,3
10439,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,26,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,3,5,2,16,40,3,10,1,1,B01,7,14,1,8,2,2,,40,40,1,22,8,B01,120.643809,24.163933,2
10440,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,27,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,8,1,,,23,23,1,21,,B03,120.701447,24.164942,4
10441,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,28,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.642665,24.198098,3
10442,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,30,臺中市,大雅區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,5,5,1,12,23,3,10,1,1,B12,7,9,1,8,2,8,,23,23,1,21,8,B12,120.631087,24.211072,2
10443,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,30,臺中市,霧峰區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,8,1,1,C03,7,5,1,10,2,12,,6,6,1,21,5,C03,120.678829,24.0648,2
10444,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,30,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.642818,24.075181,3
10445,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,30,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,C03,,,1,,2,,,18,,1,4,,C03,120.562379,24.236985,3
10446,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,32,臺中市,烏日區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,1,1,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.649146,24.093525,2
10447,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,34,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.657127,24.200899,3
10448,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,34,臺中市,太平區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,2,1,5,2,5,1,13,16,2,5,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.714858,24.14918,2
10449,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,35,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,,,3
10450,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,45,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,1,13,16,2,7,1,1,F03,7,6,8,20,2,16,,16,16,1,21,8,F03,120.716041,24.124426,2
10451,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,47,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,8,,23,23,1,22,9,B03,120.676018,24.171533,2
10452,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,47,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B12,,,1,,1,,,7,,1,21,,B12,120.628363,24.161394,3
10453,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,48,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,1,,1,,,42,,1,5,,C03,120.670506,24.159216,3
10454,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,49,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,17,17,1,22,,B12,120.605757,24.187656,3
10455,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,51,臺中市,北屯區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,11,14,19,19,1,5,8,C03,120.695354,24.162631,2
10456,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,52,臺中市,大里區,0,1,0,8,1,5,80,14,9,1,5,4,5,7,4,4,1,4,5,1,17,7,3,10,1,1,B03,7,8,1,8,2,15,,7,7,1,5,8,B03,120.69992,24.114586,2
10457,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,8,53,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,16,2,9,3,4,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.597861,24.174905,2
10458,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,0,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,1,,2,,,42,,1,12,,C03,120.681138,24.259842,3
10459,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,20,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,25,,,,,B03,,,1,,2,,,25,,1,22,,B03,120.58494,24.184435,3
10460,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,23,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.63854,24.169303,3
10461,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,24,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,C03,7,5,1,10,2,11,,26,26,1,22,8,C03,120.715522,24.147675,2
10462,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,27,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,25,,,,,B12,,,1,,2,,,25,,1,22,,B12,120.719202,24.218089,3
10463,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,27,臺中市,大里區,0,1,0,8,1,5,50,4,2,1,5,4,4,7,2,1,5,4,4,1,16,26,3,10,3,4,B03,7,6,1,8,2,15,,26,26,1,22,9,B03,120.676191,24.114929,2
10464,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,32,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.639427,24.171303,3
10465,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,34,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.724009,24.142079,3
10466,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,35,臺中市,西區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,1,1,3,4,4,2,16,19,3,10,1,1,B02,7,1,1,8,2,8,,19,19,1,21,8,B02,120.657074,24.142751,2
10467,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,39,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B12,,,1,8,2,,,42,42,1,5,,B12,120.652573,24.114386,3
10468,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,41,臺中市,東區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,16,3,10,1,1,C03,7,9,1,10,9,12,,16,16,1,5,8,C03,120.690348,24.142899,2
10469,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,45,臺中市,東區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,,,,,B12,,,1,8,2,,,23,23,1,21,,B12,120.703706,24.125765,3
10470,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,46,臺中市,神岡區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.704948,24.278766,2
10471,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,48,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.661916,24.146532,3
10472,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,48,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,2,,,,,B03,,,1,,1,,,2,,1,22,,B03,120.624572,24.14269,3
10473,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,,1,22,,B03,120.680522,24.175012,3
10474,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,56,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,7,3,10,1,1,B03,7,7,1,8,2,7,,7,7,1,22,8,B03,120.645185,24.134693,2
10475,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,9,58,臺中市,西屯區,0,1,0,8,1,5,1,3,1,1,5,4,5,7,4,4,10,5,5,2,17,19,2,9,1,4,C03,7,1,1,10,2,12,,19,19,1,22,8,C03,120.617469,24.182191,2
10476,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,5,臺中市,東區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.708419,24.134347,3
10477,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,13,臺中市,南屯區,0,0,0,8,,,1,,,,,,,,,,,,,,,12,,,,,B03,,,1,,11,,,12,,1,4,,B03,120.635295,24.148364,3
10478,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,18,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,23,1,22,8,C03,120.697616,24.170188,2
10479,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,35,臺中市,新社區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,1,,11,,,42,,1,20,,C03,120.803092,24.234566,3
10480,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,39,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,8,2,,,23,23,1,5,,B03,120.654226,24.122011,3
10481,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,40,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B02,,,1,,2,,,12,,1,22,,B02,120.644628,24.174278,3
10482,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,41,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,19,3,10,1,1,B12,7,1,1,8,2,8,,19,19,1,22,8,B12,120.689397,24.066091,2
10483,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,44,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.67943,24.114671,3
10484,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,45,臺中市,大雅區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,3,4,4,2,12,26,2,9,1,1,C03,7,5,1,10,2,14,,26,26,1,22,9,C03,120.667616,24.215701,2
10485,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,50,臺中市,大肚區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,10,23,3,10,1,1,B03,7,9,1,8,2,8,,23,23,1,4,8,B03,120.540441,24.14909,2
10486,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,50,臺中市,清水區,0,1,0,8,1,5,50,4,2,1,5,2,1,7,1,1,1,4,4,2,18,23,2,9,1,1,C03,7,12,1,10,2,11,14,23,23,1,5,5,C03,120.575436,24.269143,2
10487,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,52,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,26,3,10,3,4,B03,7,6,1,8,2,2,,26,26,1,21,8,B03,120.694259,24.16491,2
10488,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,52,臺中市,烏日區,0,2,0,8,1,5,50,14,12,1,5,4,5,7,4,4,5,5,4,1,16,40,3,10,2,1,B03,7,15,1,5,2,8,,40,40,1,21,8,B03,120.625435,24.106313,2
10489,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,52,臺中市,后里區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,1,1,9,5,5,1,16,19,3,10,1,1,B12,7,1,1,8,2,4,,19,19,1,21,1,B12,120.694418,24.303435,2
10490,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,57,臺中市,北區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,4,1,16,23,3,10,3,4,B03,7,9,1,8,2,1,,23,23,1,22,9,B03,120.686516,24.145377,2
10491,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,10,58,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,7,3,10,1,1,B12,7,10,1,8,2,5,,7,7,1,5,8,B12,120.704219,24.164716,2
10492,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,13,臺中市,烏日區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,16,19,3,10,1,1,C02,7,1,1,9,2,11,,19,19,1,20,8,C02,120.643662,24.056333,2
10493,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,22,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,8,,,,,C03,,,1,,2,,,8,,1,22,,C03,120.682203,24.148621,3
10494,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,26,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,120.639074,24.143088,3
10495,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,26,臺中市,太平區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,16,3,10,1,1,A12,7,9,1,1,2,1,,16,16,1,10,8,A12,120.716092,24.152894,2
10496,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,27,臺中市,大肚區,0,0,0,8,,,70,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.552841,24.135877,3
10497,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,30,臺中市,南區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,5,8,B03,120.674171,24.131604,2
10498,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,34,臺中市,西屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,3,1,2,13,16,3,10,1,1,B01,7,9,1,8,2,1,,16,16,1,22,8,B01,120.615268,24.182938,2
10499,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,35,臺中市,大肚區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,1,3,10,1,1,C03,7,4,1,10,2,12,,1,1,1,4,8,C03,120.545319,24.15099,2
10500,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,38,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,5,2,13,16,3,10,1,1,B12,7,9,1,8,2,5,,16,16,1,5,8,B12,120.684889,24.15398,2
10501,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,38,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,17,,1,22,,B12,120.636025,24.164403,3
10502,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,39,臺中市,豐原區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,2,5,1,16,44,3,10,1,1,B03,7,6,1,8,2,5,,44,9,1,22,8,B03,120.70612,24.250038,2
10503,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,40,臺中市,太平區,0,1,0,8,1,5,50,5,4,1,5,4,5,7,2,1,5,4,5,1,13,16,3,10,1,1,C03,7,9,1,10,2,12,,16,16,1,21,8,C03,120.734436,24.145485,2
10504,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,40,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,,1,12,,B12,120.659166,24.273221,3
10505,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,41,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,A12,,,1,,1,,,12,,1,21,,A12,120.642852,24.072111,3
10506,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,41,臺中市,大安區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,7,1,1,B01,7,9,1,4,2,1,,6,6,1,10,1,B01,120.60346,24.379776,2
10507,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,42,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.702247,24.185071,3
10508,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,42,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,,,,,B12,,,1,,1,,,42,,1,22,,B12,120.644904,24.175278,3
10509,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,45,臺中市,東區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,21,8,B03,120.696224,24.132926,2
10510,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,46,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.673773,24.164753,3
10511,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,46,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,,1,21,,B12,,,3
10512,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,46,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B12,,,1,,2,,,19,19,1,22,,B12,120.696131,24.062176,3
10513,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,48,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,5,,B03,120.686306,24.186899,3
10514,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,48,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B12,,,1,,2,,,19,,1,22,,B12,120.73075,24.135019,3
10515,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,50,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.68847,24.201012,3
10516,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,50,臺中市,豐原區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,9,5,4,2,17,22,2,9,1,1,C03,7,9,1,10,2,11,,22,22,1,22,8,C03,120.713904,24.25318,2
10517,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,51,臺中市,西屯區,0,0,0,8,,,1,,,,,,,,,,,,,,,19,,,,,B12,,,1,,1,,,19,,1,22,,B12,120.637316,24.172735,3
10518,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,53,臺中市,新社區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,C01,,,1,,2,,,43,,1,9,,C01,120.878813,24.127244,3
10519,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,55,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,10,,,,,B12,,,1,,11,,,10,,1,21,,B12,120.666766,24.15528,3
10520,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,55,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,21,,B12,120.657221,24.196811,3
10521,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,11,58,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,10,,,,,B03,,,1,,2,,,10,10,1,22,,B03,120.608073,24.117734,3
10522,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,12,0,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,B12,,,1,,2,,,43,,1,22,,B12,120.611288,24.145869,3
10523,66000,387130000C,(04)23274275,(04)23288582,2023,6,27,12,1,臺中市,西屯區,0,1,0,8,1,5,1,14,8,1,5,4,5,7,4,4,1,5,1,2,14,12,3,10,1,4,B03,7,2,3,18,2,3,,12,12,1,22,8,B03,120.626739,24.206255,2
